title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Neerja,tt5286444,https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/Neerja_Poster.jpg/220px-Neerja_Poster.jpg,https://en.wikipedia.org/wiki/Neerja,Neerja,Neerja,0,2016,122,Biography|Drama|Thriller,7.7,19046,Neerja is the story of the courageous Neerja Bhanot  who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.,Neerja is the story of the courageous Neerja Bhanot  who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.,Fear gave her courage.,Sonam Kapoor|Shabana Azmi|Yogendra Tiku|Abrar Zahoor|Jim Sarbh|Ali Baldiwala|Vikrant Singta|Parthaa Akerkar|Madhu Anand Chandhock|,28 wins & 10 nominations,19 February 2016 (USA)
Aligarh (film),tt5121000,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/AligarhFilmPoster.jpg/220px-AligarhFilmPoster.jpg,https://en.wikipedia.org/wiki/Aligarh_(film),Aligarh,Aligarh,0,2015,114,Biography|Drama,7.8,4873,Set in the state of Uttar Pradesh and based on true events  the plot revolves around Dr Shrinivas Ramchandra Siras who taught Marathi at Aligarh Muslim University. He was sacked from his position of Reader and Chair of Modern Indian Languages  on charges of homosexuality. A sting operation was conducted by a TV channel which showed him in an embrace with a rickshaw puller  at his house inside the campus.,A gay  linguistic professor living in a small orthodox city must deal with the aftermath of a sting operation that puts his sexual orientation in front of the entire nation.,,Sukhesh Arora|Manoj Bajpayee|Balaji Gauri|Sumit Gulati|Dilnaz Irani|Sachin Parikh|K.R. Parmeshwar|Rajkummar Rao|Naval Shukla|Ishwak Singh|Nutan Surya|Divya Unny|Suman Vaidya|,4 wins & 4 nominations,26 February 2016 (India)
Bollywood Diaries,tt5216810,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/BollywoodDiaries_Poster.jpg/220px-BollywoodDiaries_Poster.jpg,https://en.wikipedia.org/wiki/Bollywood_Diaries,Bollywood Diaries,Bollywood Diaries,0,2016,123,Drama,6,233,"Bollywood Diaries is a tribute to passionate aspiring actors. It chronicles the journey of three unrelated souls  who dream to make it big in Bollywood. The plot encompasses a guy working at a call-center in Delhi  a middle-aged government servant from Bhilai and a prostitute from Sonagachi Kolkata. With their sheer passion and perseverance  they bend over backwards to carve their name in Bollywood. Abiding by the saying  ""Live your dream""  they go beyond their conventional life. But  will their efforts lead them to their ultimate goal?",The passionate journey of three Bollywood fanatics who wish to make it big in the industry.,How far can you go to achieve your dreams?,Raima Sen|Salim Diwan|Ashish Vidyarthi|Karuna Pandey|Viineet Kumar|Robin Das|,,26 February 2016 (India)
Love Shagun,tt5130348,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Poster_Of_Love_Shagun.jpg/220px-Poster_Of_Love_Shagun.jpg,https://en.wikipedia.org/wiki/Love_Shagun,Love Shagun,Love Shagun,0,2016,120,Comedy|Romance,5.8,91,Love Shagun is a romantic comedy about seven different definitions of love where the definitions are the characters themselves. This film encompasses the menial insecurities of today's youth and different emotional scenarios. 'Respect' is one of the key aspects and Love Shagun reinforces the importance of respect for each other in a relation. But at the same time  Love Shagun gives a crucial message of giving 'space' to one another. The story is about a young man 'JD' who's at an important stage of his life - choosing a life partner. However  this decision doesn't come through easily as he's caught between his mother  astrological predications & his wishes. How does JD come out of all this mess and whether he finally settles down or not is the premise of the film?,Love Shagun is a romantic comedy about seven different definitions of love where the definitions are the characters themselves. This film encompasses the menial insecurities of today's ...                    ,,Anuj Sachdeva|Nidhi Subbaiah|Manit Joura|Simpy Singh|Shamin Mannan|Vikram Kochhar|Taran Bajaj|Jameel Khan|Jaswinder Kaur|Rajat Ganguly|Swastika Chakraborty|Anurag Sharma|Saandesh Nayak|Ravi Khemu|,,26 February 2016 (India)
Tere Bin Laden: Dead or Alive,tt5313980,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Tere_bin_laden_%2C_dead_or_alive_theatrical_poster.jpeg/220px-Tere_bin_laden_%2C_dead_or_alive_theatrical_poster.jpeg,https://en.wikipedia.org/wiki/Tere_Bin_Laden:_Dead_or_Alive,Tere Bin Laden: Dead Or Alive,Tere Bin Laden: Dead Or Alive,0,2016,104,Comedy,4.3,771,A common man who happens to look like Osama Bin Laden is noticed by a man from the American Government and plans to film the capture of Bin Laden. A film director (Manish Paul) helps making the Bin Laden film but their film making is encountered to many problems including the man playing Bin Laden being a complete lunatic. Will the government of the United States be able to show the world how they really caught the man himself?,A Bollywood director is hired by an American talent agent to make a film on Osama bin Laden. The plan to use an Osama doppelganger in order to prove his death boomerangs when a Taliban arms dealer hijacks their idea to prove he's alive.,A million-dollar fake,Parthaa Akerkar|Krishna Bansal|Vikrant Chaturvedi|Iman Crosson|Sugandha Garg|Kunal Gupta|Noel Jacobson|Rohan Khatri|Sikander Kher|Birbal Khosla|Vaibhav Mathur|Piyush Mishra|Jiten Mukhi|Bachan Pachehra|,,26 February 2016 (USA)
Jai Gangaajal,tt4979082,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Jai_Gangaajal_poster.jpg/220px-Jai_Gangaajal_poster.jpg,https://en.wikipedia.org/wiki/Jai_Gangaajal,Jai Gangaajal,Jai Gangaajal,0,2016,149,Crime|Drama,5.6,2308,A newly appointed Senior Inspector finds herself against very powerful goons and having people from her own department against her.,A newly appointed Senior Inspector finds herself against very powerful goons and having people from her own department against her.,,Priyanka Chopra|Prakash Jha|Manav Kaul|Ninad Kamat|Rahul Bhat|Kiran Karmarkar|Murli Sharma|Ayush Mahesh Khedekar|Jagat Singh|Vega Tamotia|Shakti Kumar|Indraneel Bhattacharya|Ravi Khanvilkar|Ankush Bali|,,4 March 2016 (India)
Kapoor & Sons,tt4900716,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Kapoor_%26_Sons_poster.jpg/220px-Kapoor_%26_Sons_poster.jpg,https://en.wikipedia.org/wiki/Kapoor_%26_Sons,Kapoor & Sons,Kapoor & Sons,0,2016,132,Comedy|Drama|Romance,7.7,20586,A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse the family is undergoing a financial crunch and much more as the drama unfolds.,A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse the family is undergoing a financial crunch and much more as the drama unfolds.,(Since 1921),Sidharth Malhotra|Fawad Khan|Alia Bhatt|Rajat Kapoor|Rishi Kapoor|Anahita Oberoi|Vikram Kapadia|Pradeep Pradhan|Fahim Shaikh|Niti Apurva Patel|Aalekh Kapoor|Sukant Goel|Ratna Pathak Shah|Aditya Gunavanthe|,15 wins & 16 nominations,18 March 2016 (USA)
Rocky Handsome,tt3410408,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Rocky_Handsome_Hindi_poster.jpg/220px-Rocky_Handsome_Hindi_poster.jpg,https://en.wikipedia.org/wiki/Rocky_Handsome,Rocky Handsome,Rocky Handsome,0,2016,119,Action|Thriller,6.8,6582,Kabir runs a pawn shop in Goa he befriends his little neighbor Naomi who lives with her drug addict mother Anna.Acp Salgaonkar is after a drug landlord Mantoo who runs the racket with Fereira brothers Kevin and Luke and also deal with organ trafficking.,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.,His only friend... her only hope.,John Abraham|Nishikant Kamat|Sharad Kelkar|Teddy Maurya|Diya Chalwad|Kazu Patrick Tang|Shruti Haasan|Prashanti Talpankar|Nathalia Kaur|Paromita Chatterjee|Akanksha Awasthi|Viren Vajpayee|Vansh Sanghani|Jayant Sawarkar|,,25 March 2016 (USA)
Love Games (film),tt5518128,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Love_Games.jpeg/220px-Love_Games.jpeg,https://en.wikipedia.org/wiki/Love_Games_(film),Love Games,Love Games,0,2016,114,Thriller,4.3,744,A pair of nymphomaniacs compete in seducing couples to sleep with them.,A pair of nymphomaniacs compete in seducing couples to sleep with them.,,Patralekhaa Paul|Tara-Alisha Berry|Gaurav Arora|Hiten Tejwani|Rukhsar Rehman|Dinesh Chaturvedi|Vishnu Sharma|Rinki Singhvi|Anant Kumar|Umar Sharif|Alisha Farrer|B.K. Tiwari|Paras Thakral|Ajay Kumar Singh|,1 nomination,8 April 2016 (India)
Fan (film),tt3495026,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Fan_SRK_poster.jpg/220px-Fan_SRK_poster.jpg,https://en.wikipedia.org/wiki/Fan_(film),Fan,Fan,0,2016,138,Action|Drama|Thriller,7.1,39877,Gaurav a boy from Delhi is a die hard fan of Bollywood superstar Aryan Khanna. He comes to Mumbai to wish his idol on his Birthday  but over there things got worst and Gaurav's obsession turned himself a man who wants to create chaos in Aryan Khanna's life.,Gaurav develops an obsession with a movie star who looks just like him. He goes to Mumbai to meet his idol  but he refuses to grant him five minutes of his time. Gaurav is enraged and plots to destroy his hero.,World's biggest superstar got the biggest FAN of the universe!,Shah Rukh Khan|Sayani Gupta|Carolina Main|Shriya Pilgaonkar|Vaunisha Kapoor|Atul Sharma|Manoj Anand|Zachary Coffin|Puja Panchkoty|Deepika Amin|Glenn Webster|Halima Nagori|Abdul Hakim Joy|Paul Blackwell|,3 wins & 5 nominations,15 April 2016 (USA)
Nil Battey Sannata,tt5005684,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Nil_Battey_Sannata_%28Poster%29.jpg/220px-Nil_Battey_Sannata_%28Poster%29.jpg,https://en.wikipedia.org/wiki/Nil_Battey_Sannata,Nil Battey Sannata,Nil Battey Sannata,0,2015,100,Drama|Family,8.4,4530,Appu is a class 10th student and is giving up on studies  because she knows her mother will not be able to provide for her higher studies. Her mother tries hard and even enrolled her for maths tuition but Appu thinks only children of rich parents become doctors or engineers and believes she'll end up being a maid too like her mother. But one day her mother gets a chance to continue her Education..,A story about a single women (a Mom) and dreams on her Daughter.,,Swara Bhaskar|Ratna Pathak Shah|Riya Shukla|Pankaj Tripathi|Neha Prajapati|Prashant Tiwari|Vishal Nath|Ganesh Kumar|,5 wins & 1 nomination,22 April 2016 (India)
Laal Rang,tt5600714,,https://en.wikipedia.org/wiki/Laal_Rang,Laal Rang,Laal Rang,0,2016,147,Action|Crime|Drama,8,3741,The friendship of two men is tested when things go wrong in their blood theft business.,The friendship of two men is tested when things go wrong in their blood theft business.,Every job good or bad| must be done with honesty.,Randeep Hooda|Akshay Oberoi|Rajniesh Duggall|Piaa Bajpai|Meenakshi Dixit|Rajendra Sethi|Kumar Saurabh|Jai Hind Kumar|,,22 April 2016 (India)
Baaghi (2016 film),tt4864932,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Baaghi_Hindi_film_poster.jpg/220px-Baaghi_Hindi_film_poster.jpg,https://en.wikipedia.org/wiki/Baaghi_(2016_film),Baaghi,Baaghi,0,2016,133,Action|Thriller,5.2,6088,A martial arts student seeks revenge after the murder of his master.,A martial arts student seeks revenge after the murder of his master.,,Shraddha Kapoor|Tiger Shroff|Sudheer Babu Posani|Paras Arora|,1 win & 2 nominations,29 April 2016 (USA)
Global Baba,tt3590416,,https://en.wikipedia.org/wiki/Global_Baba,Global Baba,Global Baba,0,2016,120,Thriller,5.6,163,A conman finds refuge in becoming a baba and carries out his various criminal activities under the guise. A policeman  a journalist and politicians get entangled in his Web of deceit.,A conman finds refuge in becoming a baba and carries out his various criminal activities under the guise. A policeman  a journalist and politicians get entangled in his Web of deceit.,Satta Aur Satsang,Pankaj Tripathi|Sandeepa Dhar|Ravi Kishan|Abhimanyu Singh|Leena Balodi|Vishwa Bhanu|,,11 March 2016 (India)
Shortcut Safari,tt4505006,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Music_poster_of_Shortcut_Safaari.jpg/220px-Music_poster_of_Shortcut_Safaari.jpg,https://en.wikipedia.org/wiki/Shortcut_Safari,Shortcut Safari,Shortcut Safari,0,2016,101,Adventure|Drama|Mystery,6.1,40,Shortcut Safari revolves around a group of urban Children who get stuck in dense forest- far away from their homes and families. Seven of them  all different and quirky. That too  for three days  completely on their own. To top it  they have a chance encounter with two poachers who are roaming the forest in hunt of a rare  clouded leopard Jimmy. The kids manage to subdue the poachers  but that leads to a bigger confusion- who is the real Jimmy? Lets meet him in this engaging story of exploration and adventure through the eyes of these children. Who  in return  gain values on mutual respect  team-spirit and perseverance on one hand; and the vital relevance of a sustainable environment with a balanced wild-life on the other.,'Shortcut Safari' is about adventures of a group of 7 urban children  between ages 10 to 14 years  who get stuck in a deep  dense forest while returning from a day long trip organised by the Nature Club of their School.,,Jimmy Sheirgill|,,29 April 2016 (India)
The Blueberry Hunt,tt2009592,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Poster1-thehunt-web.jpg/220px-Poster1-thehunt-web.jpg,https://en.wikipedia.org/wiki/The_Blueberry_Hunt,The Blueberry Hunt,The Blueberry Hunt,0,2016,110,Action|Thriller,5.7,186,"The film centers on a recluse known as ""Colonel"" and the final five days when Colonel's plantation of a high potency variant of marijuana gets ready for harvest.","The film centers on a recluse known as ""Colonel"" and the final five days when Colonel's plantation of a high potency variant of marijuana gets ready for harvest.",,Kartik Elangovan|Vinay Forrt|Aahana Kumra|P.T. Manoj|Yadu Sankalia|Naseeruddin Shah|Vipin Sharma|Sridevi|Tippu|,,8 April 2016 (India)
